"doc_id","filename","region","authority","title","year","link","doc_to_cite"
"b1c6c265-a7bd-44b1-9de7-9d8af0b32c04","200_Sangiorgi-2024-SATURN_ assessing the feasibili.pdf",,,,,"https://doi.org/10.1186/s13023-024-03341-4","Sangiorgi, L., Boarini, M., Mordenti, M., Wang, V., Westerheim, I., Skarberg, R. T., Cavaller-Bellaubi, M., Clancy, J., Pinedo-Villanueva, R., Lente, E. J. V., & Marchetti, M. (2024). *SATURN: assessing the feasibility of utilising existing registries for real-world evidence data collection to meet patients, regulatory, health technology assessment and payer requirements*."
"fdc73163-88ca-4241-90d0-95a0a44da43e","2022_JAMIA Open_Trajectories.pdf",,,,,"https://doi.org/10.1093/jamiaopen/ooac021","Kuännapuu et al. (2022). *Trajectories: a framework for detecting temporal clinical event sequences from health data standardized to the Observational Medical Outcomes Partnership (OMOP) Common Data Model*. Oxford University Press on behalf of the American Medical Informatics Association."
"622a171b-f1bb-4b90-a9cc-1113ee4fa223","202409 - GDI_D7.5 Report to identify the initial set of recommendations for addressing use cases.pdf",,,,,,"GDI Project. (2024). *Report to identify the initial set of recommendations for addressing use cases*."
"4b6ff581-e12d-4f3f-81f7-936542c72483","2025.02.25.25322591v1.full.pdf",,,,,,"Halilaj et al. (2025). *Improving Patient Engagement in Phase 2 Clinical Trials with a Trialspecific Patient Decision Aid (tPDA): A Development and Usability Study*."
"2282caaa-849e-4af2-9d1b-b078961c493d","202504 - GDI_D8.6 Report on privacy-enhancing solutions.pdf",,,,,,"GDI Project. (2024). *Report on privacy-enhancing solutions*."
"4f5e2fee-9d41-4cc9-ac5e-64ca3f557d6f","202504 - GDI_D8.9 Distributed analysis and federated learning PoC.pdf",,,,,,"European Genomic Data Infrastructure (GDI). (2025). *Distributed analysis and federated learning PoC*."
"074daf4f-53c3-41a8-b4cd-e4b2235b6cd3","202509 - GDI_D8.1 Federated access and federated learning technologies for advanced data analytics scenarios.pdf",,,,,,"European Genomic Data Infrastructure (GDI). (2024). *Federated access and federated learning technologies for advanced data analytics scenarios*."
"41d3f124-df45-4021-b79f-09c042f80714","202510 - GDI_D3.4 Updated infrastructure status report and updated roadmap (1).pdf",,,,,,"Genomic Data Infrastructure. (2025). *Updated infrastructure status report and updated roadmap*."
"fab6048f-88e3-4c61-84f5-1a65fcf35b4c","202512 - GDI D2.4 Framework for data governance.pdf",,,,,,"Genome EDIC. (2024). *Framework for data governance*. European Union."
"ff535e5d-8883-4866-b5b5-858b01c87867","2026-SLF-Target-Trial-Emulation-Report.pdf",,,,,,"GetReal Institute. (2025). *SHARED LEARNING FORUM: TARGET TRIAL EMULATION (TTE) - GetReal Institute Post-Workshop Report*."
"5885bd45-5d0b-4eed-bc6e-f39cebb0c721","202601 - GDI_D8.2 Integration of genomics and phenotypic data.pdf",,,,,,"GDI. (2025). *Integration of genomics and phenotypic data*. European Genomic Data Infrastructure."
"95602db7-7650-4498-b899-fac871353707","202_Serrano-Aguilar-2021-Postlaunch evidence-gener.pdf",,,,,"https://doi.org/10.1017/s0266462321000295","Serrano-Aguilar et al. (2021). *Postlaunch evidence-generation studies for medical devices in Spain: the RedETS approach to integrate real-world evidence into decision making*. International Journal of Technology Assessment in Health Care."
"c02f8c41-146a-4de5-ab50-bfbd43321e35","204_Shi-2023-Benchmarking Drug Regulatory Systems.pdf",,,,,"https://doi.org/10.34172/ijhpm.2023.8100","Shi, J., Chen, X., Hu, H., & Ung, C. O. L. (2023). *Benchmarking Drug Regulatory Systems for Capacity Building: An Integrative Review of Tools, Practice, and Recommendations*. Int J Health Policy Manag."
"3265fb7f-c120-4722-b752-3c0bd6e38427","207_Sullivan-2022-A Structured Methodology to Asse.pdf",,,,,"https://doi.org/10.1007/s40290-022-00436-w","Sullivan et al. (2022). *A Structured Methodology to Assess Safety Signal Strength and Inform Causality Assessment*."
"946ef94e-06e3-4168-aa90-fee2fbc08ddf","208_Thorlund-2020-Synthetic and External Controls.pdf",,,,,"https://doi.org/10.2147/clep.s242097","Clinical Epidemiology. (n.d.). *Synthetic and External Controls in Clinical Trials -A Primer for Researchers*."
"b06fa746-9a13-4264-9b66-de1350fb06d1","20_data-quality-framework-eu-medicines-regulation_en.pdf","Europe","EMA-HMA","Data Quality Framework for EU medicines regulation",2023,"https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/data-quality-framework-eu-medicines-regulation_en.pdf","EMA. (2023). *Data Quality Framework for EU medicines regulation*. European Medicines Agency."
"a7e2877f-ebda-445e-aaaa-1765d55550ff","212_Wheaton-2025-Use of surrogate endpoints in hea.pdf",,,,,"https://doi.org/10.1017/s0266462325000017","Wheaton, L., & Bujkiewicz, S. (2025). *Use of surrogate endpoints in health technology assessment: a review of selected NICE technology appraisals in oncology*. International Journal of Technology Assessment in Health Care."
"5f0622df-e31e-4992-ba94-3f421ab47676","213_Williamson-2023-An application of the Causal R.pdf",,,,,"https://doi.org/10.1017/cts.2023.632","Williamson et al. (2023). *An application of the Causal Roadmap in two safety monitoring case studies: Causal inference and outcome prediction using electronic health record data*. Journal of Clinical and Translational Science."
"d0ab612e-e8f5-4ae0-8004-2d8225d8035e","214_de Lusignan-2015-Creating and using real-world.pdf",,,,,"https://doi.org/10.14236/jhi.v22i3.177","de Lusignan, S., Crawford, L., & Munro, N. (2015). *Creating and using real-world evidence to answer questions about clinical effectiveness*. J Innov Health Inform."
"f21a0081-812c-4a93-ad58-2b4b9dd5f578","21_real-world-evidence-framework-support-eu-regulatory-decision-making-report-experience-gained-regulator-led-studies-september-2021-february-2023_en.pdf","Europe","EMA-HMA","Real-world evidence framework to support EU regulatory decision-making",2023,"https://www.ema.europa.eu/en/documents/report/real-world-evidence-framework-support-eu-regulatory-decision-making-report-experience-gained-regulator-led-studies-september-2021-february-2023_en.pdf","EMA. (2023). *Real-world evidence framework to support EU regulatory decision-making: Report on the experience gained with regulator-led studies from September 2021 to February 2023*. European Medicines Agency."
"49b8a4c6-75ee-4cac-949b-fd96da9f425b","220_EMA_HMA_RWE to support regulatory decision-making.pdf",,,,,,"EMA. (2025). *Real-world evidence framework to support EU regulatory decision-making: 3rd report on the experience gained with regulator-led studies from February 2024 to February 2025*. European Medicines Agency."
"66f2dc40-4bd4-4f6e-82f2-dff0ff5cc573","221_draft-concept-paper-development-reflection-paper-use-external-controls-evidence-generation-regulatory-decision-making_en.pdf",,,,,,"EMA. (2025). *Concept Paper on the Development of a Reflection Paper on the Use of External Controls for Evidence Generation in Regulatory Decision-Making*. European Medicines Agency."
"3fcab9f0-36df-49ec-8a0c-ea260f0b9b84","223_md_mdcg_2020_6_meddev-2.7-1_rev4_en.pdf",,,,,,"European Commission. (2012). *Guidelines on Medical Devices Clinical Evaluation: A Guide for Manufacturers and Notified Bodies under Directives 93/42/EEC and 90/385/EEC*. European Commission."
"4ba6935e-9d2f-4dfd-b2fe-1809baa759f1","224_md_mdcg_2020_7_guidance_pmcf_plan_template_en.pdf",,,,,,"MDCG. (2020). *Post-market clinical follow-up (PMCF) Plan Template: A guide for manufacturers and notified bodies*. Medical Device Coordination Group."
"3e266453-f477-436b-890e-df255c2a4500","225_md_mdcg_2020_8_guidance_pmcf_evaluation_report_en.pdf",,,,,,"MDCG. (2020). *Post-market clinical follow-up (PMCF) Evaluation Report Template: A guide for manufacturers and notified bodies*. Medical Device Coordination Group."
"79a74ea4-c131-4ed1-8b65-0a3b6121ed7f","226_outcome-public-consultation-reflection-paper-use-real-world-data-non-interventional-studies-generate-real-world-evidence-regulatory-purposes-summary-report-comments-received-during-public-consultation_en.pdf",,,,,,"EMA. (2025). *Outcome of public consultation on the Reflection Paper Use of real-world data in non-interventional studies to generate real-world evidence for regulatory purposes. Summary report of comments received during the public consultation*. European Medicines Agency."
"50732770-7ef9-40ef-bc63-1dcbd708548d","228_smc-position-statment-on-rwe-v10.pdf",,,,,,"SMC. (*Scottish Medicines Consortium (SMC) Position Statement on the Use of RealWorld Evidence (RWE)*). Scottish Medicines Consortium."
"f82b8280-4eee-48fb-a649-48b42f517511","22_guide-real-world-evidence-provided-ema-support-regulatory-decision-making_en.pdf","Europe","EMA-HMA","Real-world evidence provided by EMA Support for regulatory decision-making",2024,"https://www.ema.europa.eu/en/documents/other/guide-real-world-evidence-provided-ema-support-regulatory-decision-making_en.pdf","EMA. (2024). *Real-world evidence provided by EMA: Support for regulatory decision-making*. European Medicines Agency."
"369c709d-a636-4417-a503-cdd643d79efb","230_Abrahami 2021.pdf",,"Abrahami, D.;Pradhan, R.;Yin, H.;Honig, P.;Baumfeld Andre, E.;Azoulay, L.","Use of Real-World Data to Emulate a Clinical Trial and Support Regulatory Decision Making: Assessing the Impact of Temporality, Comparator Choice, and Method of Adjustment",2021,"https://doi.org/10.1002/cpt.2012","Abrahami et al. (2020). *Use of Real-World Data to Emulate a Clinical Trial and Support Regulatory Decision Making: Assessing the Impact of Temporality, Comparator Choice, and Method of Adjustment*."
"a3119229-810e-4ee5-a3c4-5b36f1b981bf","231_Adams 2024.pdf",,"Adams, C.;Keller, M.;Michlitsch, J. G.;Aguayo-Hiraldo, P.;Chen, K.;Hossain, M. Z.;Davis, A.;Park, J. R.;Verneris, M. R.;Gardner, R. A.","Development of a Safety Surveillance Plan for the Academic Medicine Sponsor Performing First-in-Human Cellular Therapy Clinical Trials: A Report from the Consortium for Pediatric Cellular Immunotherapy",2024,"https://doi.org/10.1016/j.jtct.2024.02.022","Adams, C., Keller, M., Michlitsch, J. G., Aguayo-Hiraldo, P., Chen, K., Hossain, M. Z., Davis, A., Park, J. R., Verneris, M. R., & Gardner, R. A. (2024). *Development of a Safety Surveillance Plan for The Academic Medicine Sponsor Performing First in Human Cellular Therapy Clinical Trials: A Report from the Consortium for Pediatric Cellular Immunotherapy*. Transplant Cell Ther."
"c0edd449-7d9d-48eb-8cb0-dcfd158f675f","232_Anderson-2023-Real-world evidence generation f.pdf",,"Anderson, P.;Higgins, V.;Courcy, J.;Doslikova, K.;Davis, V. A.;Karavali, M.;Piercy, J.","Real-world evidence generation from patients, their caregivers and physicians supporting clinical, regulatory and guideline decisions: an update on Disease Specific Programmes",2023,"https://doi.org/10.1080/03007995.2023.2279679","Anderson, P., Higgins, V., de Courcy, J., Doslikova, K., Davis, V. A., Karavali, M., & Piercy, J. (2023). *Real-world evidence generation from patients, their caregivers and physicians supporting clinical, regulatory and guideline decisions: an update on Disease Specific Programmes*. Current Medical Research and Opinion."
"0a772e2e-32bf-4073-881a-148edb5fa5f8","234_Appiah 2024.pdf",,"Appiah, K.;Rizzo, M.;Sarri, G.;Hernandez, L.","Justifying the source of external comparators in single-arm oncology health technology submissions: a review of NICE and PBAC assessments",2024,"https://doi.org/10.57264/cer-2023-0140","Appiah et al. (2024). *Justifying the source of external comparators in single-arm oncology health technology submissions: a review of NICE and PBAC assessments*."
"1cb08865-3f0b-4158-9e20-29299e3d3d22","235_Arora 2025.pdf",,"Arora, P.;Ramagopalan, S. V.","R WE ready for reimbursement? A round up of developments in real-world evidence relating to health technology assessment: part 19",2025,"https://doi.org/10.57264/cer-2025-0063","Arora & Ramagopalan. (2025). *R WE ready for reimbursement? A round up of developments in real-world evidence relating to health technology assessment: part 19*."
"c3a841f1-d75b-4b8d-a0c0-1e866380f1cc","236_Babrak 2022.pdf",,"Babrak, L. M.;Smakaj, E.;Agac, T.;Asprion, P. M.;Grimberg, F.;der Werf, D. V.;van Ginkel, E. W.;Tosoni, D. D.;Clay, I.;Degen, M.;Brodbeck, D.;Natali, E. N.;Schkommodau, E.;Miho, E.","RWD-Cockpit: Application for Quality Assessment of Real-world Data",2022,"https://doi.org/10.2196/29920","JMIR Formative Research. (2022). *RWD-Cockpit: Application for Quality Assessment of Real-world Data*. JMIR Formative Research."
"509b5c8e-570c-4500-9271-2a7f328685b9","237_Baghbanian-2025-Methods for the health technol.pdf",,"Baghbanian, A.;Carter, D.;Merlin, T.","Methods for the health technology assessment of complex interventions: A scoping review",2025,"https://doi.org/10.1371/journal.pone.0315381","Baghbanian, A., Carter, D., & Merlin, T. (2025). *Methods for the health technology assessment of complex interventions: A scoping review*. PLoS ONE."
"012efa20-c8c0-45bd-a801-b2b82a7b30fe","238_Bahri-2021-Systematising Pharmacovigilance Eng.pdf",,"Bahri, P.;Pariente, A.","Systematising Pharmacovigilance Engagement of Patients, Healthcare Professionals and Regulators: A Practical Decision Guide Derived from the International Risk Governance Framework for Engagement Events and Discourse",2021,"https://doi.org/10.1007/s40264-021-01111-w","Bahri, P., & Pariente, A. (2021). *Systematising Pharmacovigilance Engagement of Patients, Healthcare Professionals and Regulators: A Practical Decision Guide Derived from the International Risk Governance Framework for Engagement Events and Discourse*."
"1bfae2fe-c61d-45f4-a84a-9de36154945d","239_Bandon 2024.pdf",,"Bando, H.;Misumi, T.;Sakamoto, Y.;Takeda, Y.;Nakamura, Y.;Mizuguchi, K.;Aoyagi, Y.;Miki, I.;Kuroda, T.;Kasai, R.;Suzuki, T.;Yoshino, T.;Ohtsu, A.","Appropriate Relevancy and Reliability of Real-World Data for the Utilization of Regulatory Submission",2024,"https://doi.org/10.1016/j.clcc.2024.04.001","Bando et al. (2024). *Appropriate Relevancy and Reliability of Real-World Data for the Utilization of Regulatory Submission*. Clinical Colorectal Cancer."
"c2f5e582-5edd-4772-b4ef-5ecdd73a9296","23_list-metadata-hma-ema-catalogues-real-world-data-sources-studies_en.pdf","Europe","EMA-HMA","List of metadata for the HMA-EMA Catalogues of real-world data sources and studies",2025,"https://www.ema.europa.eu/en/documents/other/list-metadata-hma-ema-catalogues-real-world-data-sources-studies_en.pdf","EMA. (2025). *List of metadata for the HMA-EMA Catalogues of realworld data sources and studies*. European Medicines Agency."
"65d52501-e777-4d4f-a3a8-f46092248102","240_Beyrer 2022.pdf",,"Beyrer, J.;Abedtash, H.;Hornbuckle, K.;Murray, J. F.","A review of stakeholder recommendations for defining fit-for-purpose real-world evidence algorithms",2022,"https://doi.org/10.2217/cer-2022-0006","Beyrer, J., Abedtash, H., Hornbuckle, K., & Murray, J. F. (2022). *A review of stakeholder recommendations for defining fit-for-purpose real-world evidence algorithms*."
"3dfa2191-84f4-4bad-9f84-1c9200c2e79c","241_Bray 2023 (a).pdf",,"Bray, B.;Ramagopalan, S. V.","R WE ready for reimbursement? A round up of developments in real-world evidence relating to health technology assessment: part 11",2023,"https://doi.org/10.57264/cer-2023-0008","Bray, B., & Ramagopalan, S. V. (2023). *R WE ready for reimbursement? A round up of developments in real-world evidence relating to health technology assessment: part 11*."
"b82c5611-28ba-40b1-8792-9adb3122f30d","242_Bray 2023 (b).pdf",,"Bray, B.;Ramagopalan, S. V.","R WE ready for reimbursement? A round up of developments in real-world evidence relating to health technology assessment: part 12",2023,"https://doi.org/10.57264/cer-2023-0092","Bray, B., & Ramagopalan, S. V. (2023). *R WE ready for reimbursement? A round up of developments in real-world evidence relating to health technology assessment: part 12*."
"985b40c2-b187-4126-bfd6-59a6f83e4321","243_Bray 2023 (c).pdf",,"Bray, B. D.;Ramagopalan, S. V.","R WE ready for reimbursement? A round up of developments in real-world evidence relating to health technology assessment: part 13",2023,"https://doi.org/10.57264/cer-2023-0141","Bray et al. (2023). *R WE ready for reimbursement? A round up of developments in real-world evidence relating to health technology assessment: part 13*."
"9b4de9b4-3ce1-4471-835d-d3bf4e92fe0f","244_Bray 2024.pdf",,"Bray, B. D.;Ramagopalan, S. V.","R WE ready for reimbursement? A round up of developments in real-world evidence relating to health technology assessment: part 14",2024,"https://doi.org/10.57264/cer-2023-0189","Bray, B. D., & Ramagopalan, S. V. (2024). *R WE ready for reimbursement? A round up of developments in real-world evidence relating to health technology assessment: part 14*."
"1b116f07-a6ad-46ea-91f9-e60c2ee6766d","245_Bucher-2025-Strengthening health technology as.pdf",,"Bucher, H. C.;Chammartin, F.","Strengthening health technology assessment for cancer treatments in Europe by integrating causal inference and target trial emulation",2025,"https://doi.org/10.1016/j.lanepe.2025.101294","The Lancet Regional Health - Europe. (2025). *Strengthening health technology assessment for cancer treatments in Europe by integrating causal inference and target trial emulation*."
"e2767c79-58c6-4f56-bed5-f88031f3fbce","246_Bullement-2020-Real-world evidence use in asse.pdf",,"Bullement, A.;Podkonjak, T.;Robinson, M. J.;Benson, E.;Selby, R.;Hatswell, A. J.;Shields, G. E.","Real-world evidence use in assessments of cancer drugs by NICE",2020,"https://doi.org/10.1017/s0266462320000434","Bullement et al. (2020). *Real-world evidence use in assessments of cancer drugs by NICE*. International Journal of Technology Assessment in Health Care."
"1828e2ef-b6fe-43ff-a9df-78acdbd4fa6f","247_Burcu-2022-A Framework for Extension Studies U.pdf",,"Burcu, M.;Manzano-Salgado, C. B.;Butler, A. M.;Christian, J. B.","A Framework for Extension Studies Using Real-World Data to Examine Long-Term Safety and Effectiveness",2022,"https://doi.org/10.1007/s43441-021-00322-8","Burcu, M., Manzano-Salgado, C. B., Butler, A. M., & Christian, J. B. (2021). *A Framework for Extension Studies Using Real-World Data to Examine Long-Term Safety and Effectiveness*."
"55d31149-bcb7-43ac-9232-70bb4ac98d6c","248_Burns-2022-Real-World Evidence for Regulatory.pdf",,"Burns, L.;Le Roux, N.;Kalesnik-Orszulak, R.;Christian, J.;Dudinak, J.;Rockhold, F.;Khozin, S.;O'Donnell, J.","Real-world evidence for regulatory decision-making: updated guidance from around the world",2022,"https://doi.org/10.3389/fmed.2023.1236462","Burns et al. (2022). *Real-World Evidence for Regulatory Decision-Making: Guidance From Around the World*. Clinical Therapeutics."
"d21dfa01-d503-44f3-bebb-98005bbc9849","249_Burns-2023-Real-world evidence for regulatory.pdf",,"Burns, L.;Roux, N. L.;Kalesnik-Orszulak, R.;Christian, J.;Hukkelhoven, M.;Rockhold, F.;O'Donnell, J.","Real-World Evidence for Regulatory Decision-Making: Guidance From Around the World",2023,"https://doi.org/10.1016/j.clinthera.2022.01.012","Burns et al. (2023). *Real-world evidence for regulatory decision-making: updated guidance from around the world*. Front. Med."
"04484267-a938-470c-88ba-0d306eae1e84","24_guidelines-good-pharmacovigilance-practices-gvp-introductory-cover-note-last-updated-final-revision-3-module-xvi-risk-minimisation-measures-its-addendum-.pdf","Europe","EMA-HMA","Guideline on good pharmacovigilance practices",2024,"https://www.ema.europa.eu/en/human-regulatory-overview/post-authorisation/pharmacovigilance-post-authorisation/good-pharmacovigilance-practices","EMA. (2024). *Guidelines on good pharmacovigilance practices (GVP)*. European Medicines Agency."
"f24963c2-2a78-46ad-85c6-d565735af672","2505.17893v2.pdf",,,,,,"Mali et al. (*Consensus in the Parliament of AI: Harmonized Multi-Region CT-Radiomics and Foundation-Model Signatures for Multicentre NSCLC Risk Stratification*)."
"c372f982-96fb-4302-ad51-9ccef4970d68","2505.17971v1.pdf",,,,,,"Khan et al. (2024). *Explainable Anatomy-Guided AI for Prostate MRI: Foundation Models and In Silico Clinical Trials for Virtual Biopsy-based Risk Assessment*."
"6989a532-4cd8-4583-9e83-ead8664d2cfd","2505.18058v1.pdf",,,,,,"Zhang et al. (2024). *A Foundation Model Framework for Multi-View MRI Classification of Extramural Vascular Invasion and Mesorectal Fascia Invasion in Rectal Cancer*."
"0c4d80b2-aeee-41e5-82f9-0d022876b2ab","2508.03524v1.pdf",,,,,,"Xu et al. (2025). *Semantic Mosaicing of Histo-Pathology Image Fragments using Visual Foundation Models*."
"4c864c98-e128-463b-ac8c-0cda0672e9fa","2509.11406v1.pdf",,,,,,"Fürböck et al. (2024). *No Modality Left Behind: Dynamic Model Generation for Incomplete Medical Data*."
"a59adaf0-6376-4f1a-b771-74fe2be8777e","2509.12905v1.pdf",,,,,"https://doi.org/10.1007/978-3-032-09513-8_34","Mitic et al. (*AREPAS: Anomaly Detection in Fine-Grained Anatomy with Reconstruction-Based Semantic Patch-Scoring*)."
"fec8102e-b47d-4c1a-84ab-932bb02d5dfa","251_Cars-2019-A framework for monitoring of new dr.pdf",,"Cars, T.;Lindhagen, L.;Sundström, J.","A framework for monitoring of new drugs in Sweden",2019,"https://doi.org/10.1080/03009734.2018.1550454","Upsala Journal of Medical Sciences. (2019). *A framework for monitoring of new drugs in Sweden*."
"5b495d5c-6ad5-4265-aa22-ef7382fec7c0","252_Castanon 2024 (a).pdf",,"Castanon, A.;Bray, B. D.;Ramagopalan, S. V.","R WE ready for reimbursement? A round up of developments in real-world evidence relating to health technology assessment: part 15",2024,"https://doi.org/10.57264/cer-2024-0033","Castanon, A., Bray, B. D., & Ramagopalan, S. V. (2024). *R WE ready for reimbursement? A round up of developments in real-world evidence relating to health technology assessment: part 15*."
"f1f11450-578d-4825-8104-25149cc78baf","253_Castanon 2024 (b).pdf",,"Castanon, A.;Tsvetanova, A.;Ramagopalan, S. V.","RWE ready for reimbursement? A round up of developments in real-world evidence relating to health technology assessment: part 16",2024,"https://doi.org/10.57264/cer-2024-0095","Castanon, A., Tsvetanova, A., & Ramagopalan, S. V. (2024). *RWE ready for reimbursement? A round up of developments in real-world evidence relating to health technology assessment: part 16*."
"dddb9ee3-b0c1-41c4-a8e7-91e508f98142","254_Chang 2024.pdf",,"Chang, J. A.;Chilcott, J. B.;Latimer, N. R.","Challenges and Opportunities in Interdisciplinary Research and Real-World Data for Treatment Sequences in Health Technology Assessments",2024,"https://doi.org/10.1007/s40273-024-01363-1","Chang, J.-Y. A., Chilcott, J. B., & Latimer, N. R. (2024). *Challenges and Opportunities in Interdisciplinary Research and Real-World Data for Treatment Sequences in Health Technology Assessments*. Springer Nature Switzerland AG."
"a34d6ce4-b9c1-4510-911f-ede55a0015d8","255_Che-2025-The Use of Real-World Data for Estima.pdf",,"Che, Y.;Duffield, S.;Gomes, M.","The Use of Real-World Data for Estimating Relative Treatment Effects in NICE Health Technology Assessment Submissions: A Review",2024,"https://doi.org/10.1007/s40273-024-01449-w","Che, Y., Duffield, S., & Gomes, M. (2024). *The Use of Real-World Data for Estimating Relative Treatment Effects in NICE Health Technology Assessment Submissions: A Review*."
"fadd7f08-f216-432c-8a92-23e13d83a685","256_Chen 2025.pdf",,"Chen, J.;Gruber, S.;Lee, H.;Chu, H.;Lee, S.;Tian, H.;Wang, Y.;He, W.;Jemielita, T.;Song, Y.;Tamura, R.;Tian, L.;Zhao, Y.;Chen, Y.;van der Laan, M.;Nie, L.","Use of Real-World Data and Real-World Evidence in Rare Disease Drug Development: A Statistical Perspective",2025,"https://doi.org/10.1002/cpt.3576","Chen et al. (2024). *Use of Real-World Data and Real-World Evidence in Rare Disease Drug Development: A Statistical Perspective*."
"b20ec0d8-ea4c-430c-9878-9dee849dd1f9","257_Claire-2023-Advancing the use of real world ev.pdf",,"Claire, R.;Elvidge, J.;Hanif, S.;Goovaerts, H.;Rijnbeek, P. R.;Jónsson, P.;Facey, K.;Dawoud, D.","Advancing the use of real world evidence in health technology assessment: insights from a multi-stakeholder workshop",2023,"https://doi.org/10.3389/fphar.2023.1289365","Claire, R., Elvidge, J., Hanif, S., Goovaerts, H., Rijnbeek, P. R., Jónsson, P., Facey, K., & Dawoud, D. (2024). *Advancing the use of real world evidence in health technology assessment: insights from a multi-stakeholder workshop*. Front. Pharmacol."
"b0579abc-c4cc-46f6-84a6-bdcd841fa395","258_Crane-2022-The challenges and opportunities in.pdf",,"Crane, G.;Lim, J. C. W.;Gau, C. S.;Xie, J.;Chu, L.","The challenges and opportunities in using real-world data to drive advances in healthcare in East Asia: expert panel recommendations",2022,"https://doi.org/10.1080/03007995.2022.2096354","Crane, G., Lim, J. C. W., Gau, C.-S., Xie, J., & Chu, L. (2022). *The challenges and opportunities in using real-world data to drive advances in healthcare in East Asia: expert panel recommendations*. Current Medical Research and Opinion."
"8780db1e-65ec-47d4-981b-02ed4a658740","259_Curtis-2023-Regulatory and HTA Considerations.pdf",,"Curtis, L. H.;Sola-Morales, O.;Heidt, J.;Saunders-Hastings, P.;Walsh, L.;Casso, D.;Oliveria, S.;Mercado, T.;Zusterzeel, R.;Sobel, R. E.;Jalbert, J. J.;Mastey, V.;Harnett, J.;Quek, R. G. W.","Regulatory and HTA Considerations for Development of Real-World Data Derived External Controls",2023,"https://doi.org/10.1002/cpt.2913","Curtis, L. H., et al. (2024). *Regulatory and HTA Considerations for Development of Real-World Data Derived External Controls*."
"44bd2e7f-f819-4451-bde3-1fc01f9cfcf5","25_Clin Pharma and Therapeutics - 2019 - Cave - Real‐World Data for Regulatory Decision Making  Challenges and Possible.pdf","Europe","EMA-HMA","“Real-World Data for Regulatory Decision Making: Challenges and Possible Solutions for Europe” Cave, Kurz and Arlett",2019,"https://pubmed.ncbi.nlm.nih.gov/30970161/","Cave, A., Kurz, X., & Arlett, P. (2019). *Real-World Data for Regulatory Decision Making: Challenges and Possible Solutions for Europe*. Clinical Pharmacology & Therapeutics."
"1df30e6f-1d51-48fb-b637-a0be2b30c822","260_Daigl 2024.pdf",,"Daigl, M.;Abogunrin, S.;Castro, F.;McGough, S. F.;Sturrup, R. H.;Boersma, C.;Abrams, K. R.","Advancing the role of real-world evidence in comparative effectiveness research",2024,"https://doi.org/10.57264/cer-2024-0101","Daigl, M., Abogunrin, S., Castro, F., McGough, S. F., Hendricks Sturrup, R., Boersma, C., & Abrams, K. R. (2024). *Advancing the role of real-world evidence in comparative effectiveness research*."
"4b1a755f-2886-4c69-a422-515237dde2d6","261_Dang-2023-A causal roadmap for generating high.pdf",,"Dang, L. E.;Gruber, S.;Lee, H.;Dahabreh, I. J.;Stuart, E. A.;Williamson, B. D.;Wyss, R.;Díaz, I.;Ghosh, D.;Kıcıman, E.;Alemayehu, D.;Hoffman, K. L.;Vossen, C. Y.;Huml, R. A.;Ravn, H.;Kvist, K.;Pratley, R.;Shih, M. C.;Pennello, G.;Martin, D.;Waddy, S. P.;Barr, C. E.;Akacha, M.;Buse, J. B.;van der Laan, M.;Petersen, M.","A causal roadmap for generating high-quality real-world evidence",2023,"https://doi.org/10.1017/cts.2023.635","Dang, L. E., et al. (2023). *A causal roadmap for generating high-quality real-world evidence*. Journal of Clinical and Translational Science."
"0dfb410a-c9e9-4488-85d3-892c0890ee93","262_Demuth 2025.pdf",,"Demuth, S.;De Sèze, J.;Edan, G.;Ziemssen, T.;Simon, F.;Gourraud, P. A.","Digital Representation of Patients as Medical Digital Twins: Data-Centric Viewpoint",2025,"https://doi.org/10.2196/53542","Demuth, S., De Sèze, J., Edan, G., Ziemssen, T., Simon, F., & Gourraud, P.-A. (2025). *Digital Representation of Patients as Medical Digital Twins: Data-Centric Viewpoint*. JMIR Medical Informatics."
"ee645ad5-1d71-472b-89bf-c7be1ef2b867","263_Devane-2025-Beyond the binary_ integrating _re.pdf",,"Devane, D.;Emir, B.;Watt, S.;O'Donnell, M.","Beyond the binary: integrating ""real-world evidence"" with randomized trials in contemporary health care",2025,"https://doi.org/10.1016/j.jclinepi.2025.111821","Devane, D., Emir, B., Watt, S., & O'Donnell, M. (2025). *Beyond the binary: integrating ''real-world evidence'' with randomized trials in contemporary health care*. Journal of Clinical Epidemiology."
"917d437a-a7ad-4881-8794-ab16b2cc9fc3","264_Dreyer 2016.pdf",,"Dreyer, N. A.;Bryant, A.;Velentgas, P.","The GRACE Checklist: A Validated Assessment Tool for High Quality Observational Studies of Comparative Effectiveness",2016,"https://doi.org/10.18553/jmcp.2016.22.10.1107","Dreyer, N. A., Bryant, A., & Velentgas, P. (2016). *The GRACE Checklist: A Validated Assessment Tool for High Quality Observational Studies of Comparative Effectiveness*. J Manag Care Spec Pharm."
"acaaa1b8-84cb-479a-a106-a1e926d48801","265_Dreyer-2018-Advancing a Framework for Regulato.pdf",,"Dreyer, N. A.","Advancing a Framework for Regulatory Use of Real-World Evidence: When Real Is Reliable",2018,"https://doi.org/10.1177/2168479018763591","Dreyer, N. A. (2018). *Advancing a Framework for Regulatory Use of Real-World Evidence: When Real Is Reliable*. Therapeutic Innovation & Regulatory Science."
